state,state_name,year,ethanol_beer_gallons_per_capita,ethanol_wine_gallons_per_capita,ethanol_spirit_gallons_per_capita,ethanol_all_drinks_gallons_per_capita,number_of_beers,number_of_glasses_wine,number_of_shots_liquor,number_of_drinks_total
south carolina,South Carolina,2013,1.26,0.25,0.8,2.31,298.6667,49.6124,166.0989,492.8
south carolina,South Carolina,2014,1.23,0.25,0.8,2.28,291.5556,49.6124,166.0989,486.4
south carolina,South Carolina,2015,1.21,0.25,0.79,2.25,286.8148,49.6124,164.0227,480.0
south carolina,South Carolina,2016,1.18,0.25,0.8,2.23,279.7037,49.6124,166.0989,475.7333
south carolina,South Carolina,2017,1.14,0.25,0.8,2.19,270.2222,49.6124,166.0989,467.2
south carolina,South Carolina,2018,1.11,0.25,0.8,2.16,263.1111,49.6124,166.0989,460.8
south carolina,South Carolina,2019,1.08,0.25,0.81,2.14,256.0,49.6124,168.1752,456.5333
south carolina,South Carolina,2020,1.08,0.25,0.84,2.16,256.0,49.6124,174.4039,460.8
south carolina,South Carolina,2021,1.06,0.25,0.88,2.19,251.2593,49.6124,182.7088,467.2
south carolina,South Carolina,2022,1.01,0.24,0.88,2.13,239.4074,47.6279,182.7088,454.4
south carolina,South Carolina,2023,0.94,0.23,0.86,2.03,222.8148,45.6434,178.5564,433.0667
south dakota,South Dakota,1977,1.16,0.17,1.07,2.39,274.963,33.7364,222.1573,509.8667
south dakota,South Dakota,1978,1.2,0.17,1.05,2.42,284.4444,33.7364,218.0049,516.2667
south dakota,South Dakota,1979,1.23,0.17,1.04,2.44,291.5556,33.7364,215.9286,520.5333
south dakota,South Dakota,1980,1.3,0.18,1.07,2.56,308.1481,35.7209,222.1573,546.1333
south dakota,South Dakota,1981,1.31,0.19,1.04,2.54,310.5185,37.7054,215.9286,541.8667
south dakota,South Dakota,1982,1.29,0.18,0.97,2.44,305.7778,35.7209,201.395,520.5333
south dakota,South Dakota,1983,1.31,0.17,0.96,2.44,310.5185,33.7364,199.3187,520.5333
south dakota,South Dakota,1984,1.28,0.17,0.9,2.35,303.4074,33.7364,186.8613,501.3333
south dakota,South Dakota,1985,1.23,0.18,0.95,2.35,291.5556,35.7209,197.2425,501.3333
south dakota,South Dakota,1986,1.26,0.2,0.83,2.29,298.6667,39.6899,172.3277,488.5333
south dakota,South Dakota,1987,1.27,0.2,0.81,2.28,301.037,39.6899,168.1752,486.4
south dakota,South Dakota,1988,1.25,0.16,0.79,2.21,296.2963,31.7519,164.0227,471.4667
south dakota,South Dakota,1989,1.3,0.15,0.72,2.17,308.1481,29.7674,149.4891,462.9333
south dakota,South Dakota,1990,1.36,0.18,0.8,2.34,322.3704,35.7209,166.0989,499.2
south dakota,South Dakota,1991,1.37,0.15,0.76,2.27,324.7407,29.7674,157.794,484.2667
south dakota,South Dakota,1992,1.37,0.15,0.74,2.26,324.7407,29.7674,153.6415,482.1333
south dakota,South Dakota,1993,1.35,0.12,0.73,2.2,320.0,23.814,151.5653,469.3333
south dakota,South Dakota,1994,1.38,0.12,0.73,2.24,327.1111,23.814,151.5653,477.8667
south dakota,South Dakota,1995,1.35,0.12,0.73,2.21,320.0,23.814,151.5653,471.4667
south dakota,South Dakota,1996,1.33,0.13,0.68,2.15,315.2593,25.7984,141.1841,458.6667
south dakota,South Dakota,1997,1.33,0.13,0.69,2.15,315.2593,25.7984,143.2603,458.6667
south dakota,South Dakota,1998,1.41,0.13,0.68,2.23,334.2222,25.7984,141.1841,475.7333
south dakota,South Dakota,1999,1.43,0.14,0.7,2.27,338.963,27.7829,145.3366,484.2667
south dakota,South Dakota,2000,1.46,0.15,0.69,2.3,346.0741,29.7674,143.2603,490.6667
south dakota,South Dakota,2001,1.49,0.15,0.71,2.35,353.1852,29.7674,147.4128,501.3333
south dakota,South Dakota,2002,1.51,0.15,0.67,2.34,357.9259,29.7674,139.1079,499.2
south dakota,South Dakota,2003,1.52,0.16,0.74,2.41,360.2963,31.7519,153.6415,514.1333
south dakota,South Dakota,2004,1.51,0.18,0.76,2.45,357.9259,35.7209,157.794,522.6667
south dakota,South Dakota,2005,1.5,0.19,0.83,2.52,355.5556,37.7054,172.3277,537.6
south dakota,South Dakota,2006,1.51,0.19,0.79,2.5,357.9259,37.7054,164.0227,533.3333
south dakota,South Dakota,2007,1.52,0.22,0.87,2.61,360.2963,43.6589,180.6326,556.8
south dakota,South Dakota,2008,1.57,0.22,0.87,2.66,372.1481,43.6589,180.6326,567.4667
south dakota,South Dakota,2009,1.54,0.22,0.89,2.65,365.037,43.6589,184.7851,565.3333
south dakota,South Dakota,2010,1.53,0.24,0.92,2.69,362.6667,47.6279,191.0138,573.8667
south dakota,South Dakota,2011,1.52,0.28,0.97,2.77,360.2963,55.5659,201.395,590.9333
south dakota,South Dakota,2012,1.54,0.26,0.96,2.76,365.037,51.5969,199.3187,588.8
south dakota,South Dakota,2013,1.53,0.28,1.02,2.82,362.6667,55.5659,211.7762,601.6
south dakota,South Dakota,2014,1.5,0.25,0.99,2.75,355.5556,49.6124,205.5474,586.6667
south dakota,South Dakota,2015,1.49,0.29,1.03,2.81,353.1852,57.5504,213.8524,599.4667
south dakota,South Dakota,2016,1.46,0.31,1.1,2.88,346.0741,61.5194,228.3861,614.4
south dakota,South Dakota,2017,1.53,0.3,1.02,2.85,362.6667,59.5349,211.7762,608.0
south dakota,South Dakota,2018,1.37,0.22,0.77,2.37,324.7407,43.6589,159.8702,505.6
south dakota,South Dakota,2019,1.35,0.23,0.77,2.35,320.0,45.6434,159.8702,501.3333
south dakota,South Dakota,2020,1.34,0.22,0.78,2.35,317.6296,43.6589,161.9465,501.3333
south dakota,South Dakota,2021,1.33,0.22,0.8,2.35,315.2593,43.6589,166.0989,501.3333
south dakota,South Dakota,2022,1.26,0.21,0.8,2.26,298.6667,41.6744,166.0989,482.1333
south dakota,South Dakota,2023,1.19,0.19,0.77,2.16,282.0741,37.7054,159.8702,460.8
south region,South Region,1977,1.21,0.19,0.98,2.37,286.8148,37.7054,203.4712,505.6
south region,South Region,1978,1.25,0.19,1.0,2.44,296.2963,37.7054,207.6237,520.5333
south region,South Region,1979,1.27,0.2,0.99,2.46,301.037,39.6899,205.5474,524.8
south region,South Region,1980,1.3,0.23,0.97,2.5,308.1481,45.6434,201.395,533.3333
south region,South Region,1981,1.36,0.24,0.98,2.58,322.3704,47.6279,203.4712,550.4
south region,South Region,1982,1.37,0.23,0.94,2.54,324.7407,45.6434,195.1663,541.8667
south region,South Region,1983,1.36,0.25,0.91,2.52,322.3704,49.6124,188.9376,537.6
south region,South Region,1984,1.34,0.27,0.9,2.51,317.6296,53.5814,186.8613,535.4667
south region,South Region,1985,1.34,0.27,0.86,2.47,317.6296,53.5814,178.5564,526.9333
south region,South Region,1986,1.36,0.28,0.79,2.43,322.3704,55.5659,164.0227,518.4
south region,South Region,1987,1.34,0.27,0.77,2.39,317.6296,53.5814,159.8702,509.8667
south region,South Region,1988,1.34,0.27,0.74,2.35,317.6296,53.5814,153.6415,501.3333
south region,South Region,1989,1.33,0.26,0.74,2.33,315.2593,51.5969,153.6415,497.0667
south region,South Region,1990,1.36,0.26,0.74,2.36,322.3704,51.5969,153.6415,503.4667
south region,South Region,1991,1.31,0.23,0.69,2.23,310.5185,45.6434,143.2603,475.7333
south region,South Region,1992,1.33,0.23,0.69,2.26,315.2593,45.6434,143.2603,482.1333
south region,South Region,1993,1.33,0.22,0.66,2.2,315.2593,43.6589,137.0316,469.3333
south region,South Region,1994,1.31,0.22,0.64,2.16,310.5185,43.6589,132.8792,460.8
south region,South Region,1995,1.29,0.22,0.61,2.12,305.7778,43.6589,126.6504,452.2667
south region,South Region,1996,1.3,0.23,0.61,2.15,308.1481,45.6434,126.6504,458.6667
south region,South Region,1997,1.3,0.23,0.6,2.13,308.1481,45.6434,124.5742,454.4
south region,South Region,1998,1.3,0.24,0.6,2.13,308.1481,47.6279,124.5742,454.4
south region,South Region,1999,1.3,0.25,0.6,2.15,308.1481,49.6124,124.5742,458.6667
south region,South Region,2000,1.3,0.25,0.61,2.17,308.1481,49.6124,126.6504,462.9333
south region,South Region,2001,1.29,0.25,0.6,2.14,305.7778,49.6124,124.5742,456.5333
south region,South Region,2002,1.28,0.26,0.62,2.16,303.4074,51.5969,128.7267,460.8
south region,South Region,2003,1.27,0.27,0.64,2.18,301.037,53.5814,132.8792,465.0667
south region,South Region,2004,1.27,0.29,0.64,2.19,301.037,57.5504,132.8792,467.2
south region,South Region,2005,1.26,0.29,0.65,2.2,298.6667,57.5504,134.9554,469.3333
south region,South Region,2006,1.27,0.3,0.67,2.23,301.037,59.5349,139.1079,475.7333
south region,South Region,2007,1.26,0.31,0.68,2.24,298.6667,61.5194,141.1841,477.8667
south region,South Region,2008,1.25,0.31,0.68,2.23,296.2963,61.5194,141.1841,475.7333
south region,South Region,2009,1.21,0.31,0.69,2.21,286.8148,61.5194,143.2603,471.4667
south region,South Region,2010,1.17,0.32,0.7,2.19,277.3333,63.5039,145.3366,467.2
south region,South Region,2011,1.16,0.33,0.71,2.21,274.963,65.4884,147.4128,471.4667
south region,South Region,2012,1.18,0.34,0.73,2.25,279.7037,67.4729,151.5653,480.0
south region,South Region,2013,1.16,0.34,0.74,2.24,274.963,67.4729,153.6415,477.8667
south region,South Region,2014,1.11,0.35,0.75,2.22,263.1111,69.4574,155.7178,473.6
south region,South Region,2015,1.12,0.36,0.77,2.24,265.4815,71.4419,159.8702,477.8667
south region,South Region,2016,1.11,0.37,0.79,2.27,263.1111,73.4264,164.0227,484.2667
south region,South Region,2017,1.09,0.37,0.8,2.26,258.3704,73.4264,166.0989,482.1333
south region,South Region,2018,1.06,0.37,0.81,2.23,251.2593,73.4264,168.1752,475.7333
south region,South Region,2019,1.05,0.37,0.84,2.26,248.8889,73.4264,174.4039,482.1333
south region,South Region,2020,1.06,0.39,0.9,2.35,251.2593,77.3953,186.8613,501.3333
south region,South Region,2021,1.07,0.39,0.98,2.44,253.6296,77.3953,203.4712,520.5333
south region,South Region,2022,1.02,0.38,1.0,2.39,241.7778,75.4109,207.6237,509.8667
south region,South Region,2023,0.98,0.36,1.0,2.35,232.2963,71.4419,207.6237,501.3333
tennessee,Tennessee,1977,1.07,0.1,0.69,1.86,253.6296,19.845,143.2603,396.8
tennessee,Tennessee,1978,1.12,0.1,0.7,1.93,265.4815,19.845,145.3366,411.7333
tennessee,Tennessee,1979,1.1,0.11,0.7,1.91,260.7407,21.8295,145.3366,407.4667
tennessee,Tennessee,1980,1.1,0.12,0.69,1.91,260.7407,23.814,143.2603,407.4667
tennessee,Tennessee,1981,1.14,0.13,0.71,1.98,270.2222,25.7984,147.4128,422.4
tennessee,Tennessee,1982,1.13,0.14,0.7,1.97,267.8519,27.7829,145.3366,420.2667
tennessee,Tennessee,1983,1.11,0.14,0.7,1.95,263.1111,27.7829,145.3366,416.0
tennessee,Tennessee,1984,1.11,0.15,0.7,1.97,263.1111,29.7674,145.3366,420.2667
tennessee,Tennessee,1985,1.12,0.16,0.68,1.97,265.4815,31.7519,141.1841,420.2667
tennessee,Tennessee,1986,1.18,0.16,0.63,1.98,279.7037,31.7519,130.8029,422.4
tennessee,Tennessee,1987,1.19,0.15,0.63,1.97,282.0741,29.7674,130.8029,420.2667
tennessee,Tennessee,1988,1.22,0.15,0.61,1.97,289.1852,29.7674,126.6504,420.2667
tennessee,Tennessee,1989,1.2,0.14,0.6,1.93,284.4444,27.7829,124.5742,411.7333
tennessee,Tennessee,1990,1.22,0.14,0.6,1.96,289.1852,27.7829,124.5742,418.1333
tennessee,Tennessee,1991,1.19,0.13,0.54,1.87,282.0741,25.7984,112.1168,398.9333
tennessee,Tennessee,1992,1.21,0.14,0.56,1.9,286.8148,27.7829,116.2693,405.3333
tennessee,Tennessee,1993,1.2,0.14,0.54,1.87,284.4444,27.7829,112.1168,398.9333
tennessee,Tennessee,1994,1.18,0.15,0.53,1.86,279.7037,29.7674,110.0406,396.8
tennessee,Tennessee,1995,1.17,0.15,0.51,1.83,277.3333,29.7674,105.8881,390.4
tennessee,Tennessee,1996,1.14,0.15,0.51,1.8,270.2222,29.7674,105.8881,384.0
tennessee,Tennessee,1997,1.15,0.15,0.5,1.8,272.5926,29.7674,103.8118,384.0
tennessee,Tennessee,1998,1.19,0.15,0.5,1.84,282.0741,29.7674,103.8118,392.5333
tennessee,Tennessee,1999,1.19,0.15,0.49,1.83,282.0741,29.7674,101.7356,390.4
tennessee,Tennessee,2000,1.19,0.16,0.51,1.85,282.0741,31.7519,105.8881,394.6667
tennessee,Tennessee,2001,1.15,0.16,0.5,1.81,272.5926,31.7519,103.8118,386.1333
tennessee,Tennessee,2002,1.17,0.17,0.51,1.86,277.3333,33.7364,105.8881,396.8
tennessee,Tennessee,2003,1.27,0.18,0.52,1.96,301.037,35.7209,107.9643,418.1333
tennessee,Tennessee,2004,1.22,0.18,0.53,1.93,289.1852,35.7209,110.0406,411.7333
tennessee,Tennessee,2005,1.19,0.19,0.55,1.92,282.0741,37.7054,114.193,409.6
tennessee,Tennessee,2006,1.14,0.19,0.56,1.89,270.2222,37.7054,116.2693,403.2
tennessee,Tennessee,2007,1.13,0.2,0.56,1.9,267.8519,39.6899,116.2693,405.3333
tennessee,Tennessee,2008,1.1,0.2,0.57,1.87,260.7407,39.6899,118.3455,398.9333
tennessee,Tennessee,2009,1.05,0.21,0.57,1.83,248.8889,41.6744,118.3455,390.4
tennessee,Tennessee,2010,1.04,0.22,0.61,1.88,246.5185,43.6589,126.6504,401.0667
tennessee,Tennessee,2011,1.13,0.24,0.66,2.04,267.8519,47.6279,137.0316,435.2
tennessee,Tennessee,2012,1.07,0.25,0.68,2.0,253.6296,49.6124,141.1841,426.6667
tennessee,Tennessee,2013,1.05,0.25,0.7,2.0,248.8889,49.6124,145.3366,426.6667
tennessee,Tennessee,2014,1.04,0.26,0.73,2.02,246.5185,51.5969,151.5653,430.9333
tennessee,Tennessee,2015,1.04,0.27,0.76,2.06,246.5185,53.5814,157.794,439.4667
tennessee,Tennessee,2016,1.02,0.33,0.79,2.14,241.7778,65.4884,164.0227,456.5333
tennessee,Tennessee,2017,0.99,0.32,0.81,2.11,234.6667,63.5039,168.1752,450.1333
tennessee,Tennessee,2018,0.98,0.32,0.84,2.14,232.2963,63.5039,174.4039,456.5333
tennessee,Tennessee,2019,0.98,0.33,0.88,2.19,232.2963,65.4884,182.7088,467.2
tennessee,Tennessee,2020,0.97,0.35,0.98,2.3,229.9259,69.4574,203.4712,490.6667
tennessee,Tennessee,2021,1.02,0.35,1.06,2.43,241.7778,69.4574,220.0811,518.4
tennessee,Tennessee,2022,1.02,0.34,1.07,2.42,241.7778,67.4729,222.1573,516.2667
tennessee,Tennessee,2023,0.96,0.33,1.07,2.36,227.5556,65.4884,222.1573,503.4667
texas,Texas,1977,1.59,0.14,0.78,2.51,376.8889,27.7829,161.9465,535.4667
texas,Texas,1978,1.64,0.14,0.82,2.6,388.7407,27.7829,170.2514,554.6667
texas,Texas,1979,1.7,0.14,0.84,2.68,402.963,27.7829,174.4039,571.7333
texas,Texas,1980,1.75,0.22,0.8,2.77,414.8148,43.6589,166.0989,590.9333
texas,Texas,1981,1.84,0.24,0.85,2.94,436.1481,47.6279,176.4801,627.2
texas,Texas,1982,1.83,0.18,0.84,2.84,433.7778,35.7209,174.4039,605.8667
texas,Texas,1983,1.72,0.27,0.79,2.78,407.7037,53.5814,164.0227,593.0667
texas,Texas,1984,1.73,0.28,0.79,2.8,410.0741,55.5659,164.0227,597.3333
texas,Texas,1985,1.68,0.3,0.73,2.71,398.2222,59.5349,151.5653,578.1333
texas,Texas,1986,1.67,0.31,0.65,2.63,395.8519,61.5194,134.9554,561.0667
texas,Texas,1987,1.62,0.29,0.61,2.52,384.0,57.5504,126.6504,537.6
texas,Texas,1988,1.61,0.28,0.59,2.47,381.6296,55.5659,122.498,526.9333
texas,Texas,1989,1.62,0.27,0.58,2.46,384.0,53.5814,120.4217,524.8
texas,Texas,1990,1.64,0.26,0.58,2.47,388.7407,51.5969,120.4217,526.9333
texas,Texas,1991,1.6,0.25,0.55,2.4,379.2593,49.6124,114.193,512.0
texas,Texas,1992,1.65,0.24,0.55,2.45,391.1111,47.6279,114.193,522.6667
texas,Texas,1993,1.6,0.2,0.53,2.33,379.2593,39.6899,110.0406,497.0667
texas,Texas,1994,1.6,0.2,0.51,2.31,379.2593,39.6899,105.8881,492.8
texas,Texas,1995,1.58,0.19,0.5,2.27,374.5185,37.7054,103.8118,484.2667
texas,Texas,1996,1.57,0.2,0.49,2.26,372.1481,39.6899,101.7356,482.1333
texas,Texas,1997,1.56,0.19,0.47,2.22,369.7778,37.7054,97.5831,473.6
texas,Texas,1998,1.52,0.2,0.5,2.21,360.2963,39.6899,103.8118,471.4667
texas,Texas,1999,1.54,0.2,0.49,2.23,365.037,39.6899,101.7356,475.7333
texas,Texas,2000,1.53,0.22,0.5,2.25,362.6667,43.6589,103.8118,480.0
texas,Texas,2001,1.51,0.21,0.49,2.21,357.9259,41.6744,101.7356,471.4667
texas,Texas,2002,1.49,0.22,0.5,2.21,353.1852,43.6589,103.8118,471.4667
texas,Texas,2003,1.46,0.23,0.51,2.19,346.0741,45.6434,105.8881,467.2
texas,Texas,2004,1.45,0.24,0.52,2.21,343.7037,47.6279,107.9643,471.4667
texas,Texas,2005,1.43,0.25,0.53,2.2,338.963,49.6124,110.0406,469.3333
texas,Texas,2006,1.43,0.26,0.55,2.24,338.963,51.5969,114.193,477.8667
texas,Texas,2007,1.41,0.27,0.56,2.24,334.2222,53.5814,116.2693,477.8667
texas,Texas,2008,1.43,0.27,0.58,2.28,338.963,53.5814,120.4217,486.4
texas,Texas,2009,1.41,0.28,0.58,2.26,334.2222,55.5659,120.4217,482.1333
texas,Texas,2010,1.35,0.29,0.59,2.23,320.0,57.5504,122.498,475.7333
texas,Texas,2011,1.35,0.31,0.61,2.27,320.0,61.5194,126.6504,484.2667
texas,Texas,2012,1.33,0.32,0.63,2.28,315.2593,63.5039,130.8029,486.4
texas,Texas,2013,1.3,0.32,0.63,2.25,308.1481,63.5039,130.8029,480.0
texas,Texas,2014,1.25,0.33,0.65,2.23,296.2963,65.4884,134.9554,475.7333
texas,Texas,2015,1.28,0.33,0.67,2.28,303.4074,65.4884,139.1079,486.4
texas,Texas,2016,1.3,0.34,0.69,2.33,308.1481,67.4729,143.2603,497.0667
texas,Texas,2017,1.27,0.35,0.72,2.34,301.037,69.4574,149.4891,499.2
texas,Texas,2018,1.21,0.34,0.71,2.26,286.8148,67.4729,147.4128,482.1333
texas,Texas,2019,1.21,0.33,0.74,2.28,286.8148,65.4884,153.6415,486.4
texas,Texas,2020,1.25,0.35,0.82,2.42,296.2963,69.4574,170.2514,516.2667
texas,Texas,2021,1.24,0.36,0.88,2.47,293.9259,71.4419,182.7088,526.9333
texas,Texas,2022,1.15,0.33,0.89,2.36,272.5926,65.4884,184.7851,503.4667
texas,Texas,2023,1.15,0.31,0.88,2.34,272.5926,61.5194,182.7088,499.2
us total,Us Total,1977,1.27,0.29,1.04,2.6,301.037,57.5504,215.9286,554.6667
us total,Us Total,1978,1.3,0.3,1.05,2.66,308.1481,59.5349,218.0049,567.4667
us total,Us Total,1979,1.34,0.31,1.04,2.7,317.6296,61.5194,215.9286,576.0
us total,Us Total,1980,1.37,0.34,1.04,2.75,324.7407,67.4729,215.9286,586.6667
us total,Us Total,1981,1.39,0.35,1.02,2.76,329.4815,69.4574,211.7762,588.8
us total,Us Total,1982,1.38,0.36,0.98,2.72,327.1111,71.4419,203.4712,580.2667
us total,Us Total,1983,1.37,0.36,0.96,2.69,324.7407,71.4419,199.3187,573.8667
us total,Us Total,1984,1.35,0.37,0.94,2.65,320.0,73.4264,195.1663,565.3333
us total,Us Total,1985,1.33,0.38,0.91,2.62,315.2593,75.4109,188.9376,558.9333
us total,Us Total,1986,1.35,0.39,0.84,2.58,320.0,77.3953,174.4039,550.4
us total,Us Total,1987,1.34,0.38,0.83,2.55,317.6296,75.4109,172.3277,544.0
us total,Us Total,1988,1.33,0.36,0.79,2.49,315.2593,71.4419,164.0227,531.2
us total,Us Total,1989,1.32,0.34,0.78,2.43,312.8889,67.4729,161.9465,518.4
us total,Us Total,1990,1.34,0.33,0.77,2.45,317.6296,65.4884,159.8702,522.6667
us total,Us Total,1991,1.29,0.3,0.71,2.3,305.7778,59.5349,147.4128,490.6667
us total,Us Total,1992,1.29,0.3,0.71,2.3,305.7778,59.5349,147.4128,490.6667
us total,Us Total,1993,1.26,0.28,0.68,2.23,298.6667,55.5659,141.1841,475.7333
us total,Us Total,1994,1.25,0.28,0.65,2.18,296.2963,55.5659,134.9554,465.0667
us total,Us Total,1995,1.24,0.29,0.63,2.15,293.9259,57.5504,130.8029,458.6667
us total,Us Total,1996,1.23,0.3,0.63,2.16,291.5556,59.5349,130.8029,460.8
us total,Us Total,1997,1.22,0.3,0.62,2.15,289.1852,59.5349,128.7267,458.6667
us total,Us Total,1998,1.22,0.3,0.62,2.15,289.1852,59.5349,128.7267,458.6667
us total,Us Total,1999,1.23,0.31,0.63,2.17,291.5556,61.5194,130.8029,462.9333
us total,Us Total,2000,1.23,0.31,0.64,2.19,291.5556,61.5194,132.8792,467.2
us total,Us Total,2001,1.23,0.31,0.64,2.18,291.5556,61.5194,132.8792,465.0667
us total,Us Total,2002,1.23,0.33,0.64,2.2,291.5556,65.4884,132.8792,469.3333
us total,Us Total,2003,1.21,0.34,0.67,2.22,286.8148,67.4729,139.1079,473.6
us total,Us Total,2004,1.21,0.35,0.68,2.24,286.8148,69.4574,141.1841,477.8667
us total,Us Total,2005,1.2,0.36,0.7,2.25,284.4444,71.4419,145.3366,480.0
us total,Us Total,2006,1.2,0.37,0.71,2.28,284.4444,73.4264,147.4128,486.4
us total,Us Total,2007,1.21,0.38,0.72,2.31,286.8148,75.4109,149.4891,492.8
us total,Us Total,2008,1.2,0.38,0.73,2.31,284.4444,75.4109,151.5653,492.8
us total,Us Total,2009,1.17,0.39,0.73,2.29,277.3333,77.3953,151.5653,488.5333
us total,Us Total,2010,1.14,0.38,0.74,2.26,270.2222,75.4109,153.6415,482.1333
us total,Us Total,2011,1.12,0.41,0.76,2.29,265.4815,81.3643,157.794,488.5333
us total,Us Total,2012,1.13,0.42,0.78,2.34,267.8519,83.3488,161.9465,499.2
us total,Us Total,2013,1.12,0.42,0.79,2.33,265.4815,83.3488,164.0227,497.0667
us total,Us Total,2014,1.1,0.43,0.8,2.32,260.7407,85.3333,166.0989,494.9333
us total,Us Total,2015,1.09,0.42,0.81,2.33,258.3704,83.3488,168.1752,497.0667
us total,Us Total,2016,1.08,0.44,0.83,2.35,256.0,87.3178,172.3277,501.3333
us total,Us Total,2017,1.06,0.44,0.85,2.35,251.2593,87.3178,176.4801,501.3333
us total,Us Total,2018,1.05,0.44,0.87,2.35,248.8889,87.3178,180.6326,501.3333
us total,Us Total,2019,1.05,0.43,0.89,2.38,248.8889,85.3333,184.7851,507.7333
us total,Us Total,2020,1.05,0.44,0.95,2.44,248.8889,87.3178,197.2425,520.5333
us total,Us Total,2021,1.07,0.44,1.03,2.54,253.6296,87.3178,213.8524,541.8667
us total,Us Total,2022,1.03,0.42,1.06,2.51,244.1481,83.3488,220.0811,535.4667
us total,Us Total,2023,0.99,0.41,1.08,2.48,234.6667,81.3643,224.2336,529.0667
utah,Utah,1977,0.94,0.13,0.57,1.64,222.8148,25.7984,118.3455,349.8667
utah,Utah,1978,0.93,0.14,0.59,1.66,220.4444,27.7829,122.498,354.1333
utah,Utah,1979,0.94,0.15,0.59,1.68,222.8148,29.7674,122.498,358.4
utah,Utah,1980,0.96,0.14,0.6,1.7,227.5556,27.7829,124.5742,362.6667
utah,Utah,1981,1.02,0.15,0.59,1.75,241.7778,29.7674,122.498,373.3333
utah,Utah,1982,1.01,0.15,0.55,1.7,239.4074,29.7674,114.193,362.6667
utah,Utah,1983,0.89,0.14,0.51,1.54,210.963,27.7829,105.8881,328.5333
utah,Utah,1984,0.89,0.14,0.52,1.55,210.963,27.7829,107.9643,330.6667
utah,Utah,1985,0.89,0.15,0.53,1.57,210.963,29.7674,110.0406,334.9333
utah,Utah,1986,0.88,0.16,0.52,1.57,208.5926,31.7519,107.9643,334.9333
utah,Utah,1987,0.84,0.15,0.49,1.49,199.1111,29.7674,101.7356,317.8667
utah,Utah,1988,0.82,0.14,0.48,1.45,194.3704,27.7829,99.6594,309.3333
utah,Utah,1989,0.81,0.13,0.47,1.41,192.0,25.7984,97.5831,300.8
utah,Utah,1990,0.8,0.12,0.46,1.39,189.6296,23.814,95.5069,296.5333
utah,Utah,1991,0.8,0.12,0.43,1.34,189.6296,23.814,89.2782,285.8667
utah,Utah,1992,0.79,0.12,0.42,1.33,187.2593,23.814,87.2019,283.7333
utah,Utah,1993,0.78,0.11,0.39,1.28,184.8889,21.8295,80.9732,273.0667
utah,Utah,1994,0.76,0.09,0.38,1.24,180.1481,17.8605,78.897,264.5333
utah,Utah,1995,0.71,0.11,0.37,1.19,168.2963,21.8295,76.8208,253.8667
utah,Utah,1996,0.73,0.13,0.37,1.23,173.037,25.7984,76.8208,262.4
utah,Utah,1997,0.75,0.13,0.39,1.27,177.7778,25.7984,80.9732,270.9333
utah,Utah,1998,0.77,0.13,0.37,1.27,182.5185,25.7984,76.8208,270.9333
utah,Utah,1999,0.74,0.13,0.38,1.25,175.4074,25.7984,78.897,266.6667
utah,Utah,2000,0.75,0.14,0.4,1.29,177.7778,27.7829,83.0495,275.2
utah,Utah,2001,0.77,0.14,0.39,1.3,182.5185,27.7829,80.9732,277.3333
utah,Utah,2002,0.77,0.14,0.39,1.3,182.5185,27.7829,80.9732,277.3333
utah,Utah,2003,0.76,0.14,0.39,1.3,180.1481,27.7829,80.9732,277.3333
utah,Utah,2004,0.76,0.15,0.39,1.3,180.1481,29.7674,80.9732,277.3333
utah,Utah,2005,0.7,0.16,0.41,1.27,165.9259,31.7519,85.1257,270.9333
utah,Utah,2006,0.73,0.16,0.44,1.33,173.037,31.7519,91.3544,283.7333
utah,Utah,2007,0.77,0.16,0.44,1.38,182.5185,31.7519,91.3544,294.4
utah,Utah,2008,0.76,0.17,0.47,1.41,180.1481,33.7364,97.5831,300.8
utah,Utah,2009,0.72,0.17,0.47,1.36,170.6667,33.7364,97.5831,290.1333
utah,Utah,2010,0.7,0.18,0.47,1.35,165.9259,35.7209,97.5831,288.0
utah,Utah,2011,0.68,0.18,0.49,1.36,161.1852,35.7209,101.7356,290.1333
utah,Utah,2012,0.69,0.19,0.5,1.37,163.5556,37.7054,103.8118,292.2667
utah,Utah,2013,0.67,0.19,0.51,1.37,158.8148,37.7054,105.8881,292.2667
utah,Utah,2014,0.66,0.19,0.52,1.37,156.4444,37.7054,107.9643,292.2667
utah,Utah,2015,0.65,0.2,0.54,1.4,154.0741,39.6899,112.1168,298.6667
utah,Utah,2016,0.63,0.19,0.52,1.34,149.3333,37.7054,107.9643,285.8667
utah,Utah,2017,0.61,0.2,0.56,1.36,144.5926,39.6899,116.2693,290.1333
utah,Utah,2018,0.58,0.2,0.57,1.35,137.4815,39.6899,118.3455,288.0
utah,Utah,2019,0.56,0.19,0.57,1.33,132.7407,37.7054,118.3455,283.7333
utah,Utah,2020,0.54,0.2,0.61,1.35,128.0,39.6899,126.6504,288.0
utah,Utah,2021,0.53,0.18,0.6,1.31,125.6296,35.7209,124.5742,279.4667
utah,Utah,2022,0.5,0.17,0.57,1.23,118.5185,33.7364,118.3455,262.4
utah,Utah,2023,0.46,0.16,0.59,1.21,109.037,31.7519,122.498,258.1333
vermont,Vermont,1977,1.4,0.44,1.55,3.38,331.8519,87.3178,321.8167,721.0667
